Clapper Rail,animal
Saltmarsh Sharp-tailed Sparrow,animal
Seaside Sparrow,animal
Swamp Sparrow,animal
Song Sparrow,animal
Savannah Sparrow,animal
Eastern Towhee,animal
Chipping Sparrow,animal
European Starling,animal
Barn Swallow,animal
Bank Swallow,animal
Northern Rough-winged Swallow,animal
Tree Swallow,animal
Wood Thrush,animal
American Robin,animal
Warbling Vireo,animal
White-eyed Vireo,animal
Red-eyed Vireo,animal
Cedar Waxwing,animal
Northern Flicker,animal
Red-bellied Woodpecker,animal
Downy Woodpecker,animal
Hairy Woodpecker,animal
Kentucky Warbler,animal
Common Yellowthroat,animal
Black-and-white Warbler,animal
Hooded Warbler,animal
Yellow Warbler,animal
Pine Warbler,animal
American Redstart,animal
Marsh Wren,animal
Carolina Wren,animal
House Wren,animal
Red-banded Hairstreak,animal
White-m Hairstreak,animal
An Ear Moth,animal
Precious Underwing,animal
Arrowhead Spiketail,animal
Atlantic Needlefish,animal
Shortnose Sturgeon,animal
Atlantic Sturgeon,animal
Northern Long-eared Bat,animal
Italian Wall Lizard,animal
Dekay's Brownsnake,animal
Common Gartersnake,animal
Snapping Turtle,animal
Painted Turtle,animal
Eastern Box Turtle,animal
Slider,animal
Marine Rocky Intertidal,animal
Tidal River,animal
Oak-Tulip Tree Forest,animal
Blunt-lobe Grape Fern,animal
Woolly Lip-fern,animal
Riverbank Quillwort,animal
Tall Thistle,animal
Trinerved White Boneset,animal
False Lettuce,animal
Flax-leaf Whitetop,animal
Coastal Goldenrod,animal
Mexican Seaside Goldenrod,animal
Tall White Aster,animal
Saltmarsh Aster,animal
Slender Saltmarsh Aster,animal
Dune Sandspur,animal
Few-flowered Panic Grass,animal
Velvet Panic Grass,animal
Slender Crabgrass,animal
Tall Flat Panic Grass,animal
Field Beadgrass,animal
Slender Marsh Bluegrass,animal
Prairie Wedgegrass,animal
Swamp Oats,animal
Northern Gama Grass,animal
Puttyroot,animal
Small Yellow Ladyslipper,animal
Large Twayblade,animal
Spring Ladies'-tresses,animal
Nodding Pogonia,animal
Virginia Three-seeded Mercury,animal
Seaside Gerardia,animal
Yellow Giant-hyssop,animal
Swamp Agrimony,animal
Woodland Agrimony,animal
Hairy Angelica,animal
Purple Milkweed,animal
White Milkweed,animal
Whorled Milkweed,animal
Thickleaf Orach,animal
River Birch,animal
Autumnal Water-starwort,animal
Purple Cress,animal
American Bittersweet,animal
Fairy Wand,animal
Large Calyx Goosefoot,animal
Red Pigweed,animal
Rattlebox,animal
Five-angled Field-dodder,animal
Little-leaf Tick-trefoil,animal
Spreading Tick-trefoil,animal
Smooth Tick-trefoil,animal
Nuttall's Tick-trefoil,animal
Stiff Tick-trefoil,animal
Persimmon,animal
Virginia Snakeroot,animal
American Strawberry-bush,animal
Rough Avens,animal
American Alumroot,animal
Wild Hydrangea,animal
Golden-seal,animal
Shrubby St. John's-wort,animal
Wild Potato-vine,animal
Slender Blue Flag,animal
Butternut,animal
Slender Pinweed,animal
Minute Duckweed,animal
Violet Bush-clover,animal
Trailing Bush-clover,animal
Eastern Grasswort,animal
Southern Yellow Flax,animal
Stiff Yellow Flax,animal
Yellow Wild Flax,animal
Gypsy-wort,animal
Sweetbay Magnolia,animal
Winged Monkeyflower,animal
Cut-leaved Evening-primrose,animal
Clustered Bluets,animal
Violet Wood-sorrel,animal
Swamp Lousewort,animal
Carey's Smartweed,animal
Virginia Ground-cherry,animal
Heartleaf Plantain,animal
Erect Knotweed,animal
Slender Knotweed,animal
Spotted Pondweed,animal
Dwarf Sand-cherry,animal
Mock Bishop's-weed,animal
Basil Mountain-mint,animal
Blunt Mountain-mint,animal
Torrey's Mountain-mint,animal
Swamp Buttercup,animal
Small-flowered Crowfoot,animal
Large Marsh-pink,animal
Dwarf Glasswort,animal
Hairy Skullcap,animal
Hyssop-skullcap,animal
Showy Skullcap,animal
Wild Pink,animal
Downy Carrion-flower,animal
Northern Sand-spurry,animal
Narrow-leaf Sea-blite,animal
Purple Meadow-parsnip,animal
Marsh Arrow-grass,animal
Spreading Globeflower,animal
Culver's-root,animal
Southern Arrowwood,animal
Coast Violet,animal
Primrose-leaf Violet,animal
Winter Grape,animal
Large Grass-leaved Rush,animal
Short-fruit Rush,animal
Scirpus-like Rush,animal
Woodland Rush,animal
Spiny Woodrush,animal
Seaside Bulrush,animal
Saltmarsh Bulrush,animal
Thicket Sedge,animal
Emmons' Sedge,animal
Narrow-leaved Sedge,animal
Bicknell's Sedge,animal
Bush's Sedge,animal
Glaucous Sedge,animal
Marsh Straw Sedge,animal
False Hop Sedge,animal
Troublesome Sedge,animal
Muhlenberg's Sedge,animal
Reflexed Sedge,animal
Schweinitz's Sedge,animal
Weak Stellate Sedge,animal
Straw Sedge,animal
Bent Sedge,animal
Cat-tail Sedge,animal
Willdenow's Sedge,animal
Globose Flatsedge,animal
Red-rooted Flatsedge,animal
Yellow Flatsedge,animal
Great Plains Flatsedge,animal
Rusty Flatsedge,animal
Engelmann's Spikerush,animal
Creeping Spikerush,animal
Slender Spikerush,animal
Salt-marsh Spikerush,animal
Whip Nutrush,animal
American Toad,animal
Gray Treefrog,animal
Bullfrog,animal
Green Frog,animal
Pickerel Frog,animal
Northern Leopard Frog,animal
Wood Frog,animal
Spring Peeper,animal
Jefferson Salamander,animal
Spotted Salamander,animal
Hellbender,animal
Dusky Salamander,animal
Allegheny Mountain Dusky Salamander,animal
Northern Two-lined Salamander,animal
Longtail Salamander,animal
Spring Salamander,animal
Eastern Newt,animal
Redback Salamander,animal
Northern Slimy Salamander,animal
Red-winged Blackbird,animal
Bobolink,animal
Baltimore Oriole,animal
Orchard Oriole,animal
Brown-headed Cowbird,animal
Common Grackle,animal
Eastern Meadowlark,animal
Northern Cardinal,animal
Indigo Bunting,animal
Rose-breasted Grosbeak,animal
Scarlet Tanager,animal
Dickcissel,animal
Tufted Titmouse,animal
Black-capped Chickadee,animal
Brown Creeper,animal
American Crow,animal
Common Raven,animal
Fish Crow,animal
Blue Jay,animal
Yellow-billed Cuckoo,animal
Black-billed Cuckoo,animal
Wood Duck,animal
Mallard,animal
Mallard x Am. Black Duck Hybrid,animal
American Black Duck,animal
Canada Goose,animal
Mute Swan,animal
Hooded Merganser,animal
Common Merganser,animal
House Finch,animal
Purple Finch,animal
Pine Siskin,animal
American Goldfinch,animal
Eastern Wood-Pewee,animal
Alder Flycatcher,animal
Least Flycatcher,animal
Willow Flycatcher,animal
Acadian Flycatcher,animal
Great Crested Flycatcher,animal
Eastern Phoebe,animal
Eastern Kingbird,animal
Blue-gray Gnatcatcher,animal
Pied-billed Grebe,animal
Ruffed Grouse,animal
Northern Bobwhite,animal
Wild Turkey,animal
Ring-necked Pheasant,animal
Spotted Sandpiper,animal
Upland Sandpiper,animal
Killdeer,animal
American Woodcock,animal
Cooper's Hawk,animal
Northern Goshawk,animal
Sharp-shinned Hawk,animal
Red-tailed Hawk,animal
Red-shouldered Hawk,animal
Broad-winged Hawk,animal
Turkey Vulture,animal
Northern Harrier,animal
Merlin,animal
Peregrine Falcon,animal
American Kestrel,animal
Bald Eagle,animal
Osprey,animal
Great Blue Heron,animal
American Bittern,animal
Green Heron,animal
Least Bittern,animal
Black-crowned Night-Heron,animal
Ruby-throated Hummingbird,animal
Chimney Swift,animal
Belted Kingfisher,animal
Ruby-crowned Kinglet,animal
Golden-crowned Kinglet,animal
Horned Lark,animal
Gray Catbird,animal
Northern Mockingbird,animal
Brown Thrasher,animal
Common Nighthawk,animal
Red-breasted Nuthatch,animal
White-breasted Nuthatch,animal
House Sparrow,animal
Great Horned Owl,animal
Eastern Screech-Owl,animal
Barred Owl,animal
Barn Owl,animal
Rock Pigeon,animal
Mourning Dove,animal
Common Moorhen,animal
Sora,animal
Virginia Rail,animal
Henslow's Sparrow,animal
Grasshopper Sparrow,animal
Dark-eyed Junco,animal
Swamp Sparrow,animal
Song Sparrow,animal
Savannah Sparrow,animal
Eastern Towhee,animal
Vesper Sparrow,animal
Chipping Sparrow,animal
Field Sparrow,animal
White-throated Sparrow,animal
European Starling,animal
Barn Swallow,animal
Cliff Swallow,animal
Purple Martin,animal
Bank Swallow,animal
Northern Rough-winged Swallow,animal
Tree Swallow,animal
Veery,animal
Hermit Thrush,animal
Wood Thrush,animal
Eastern Bluebird,animal
American Robin,animal
Yellow-throated Vireo,animal
Warbling Vireo,animal
White-eyed Vireo,animal
Red-eyed Vireo,animal
Blue-headed Vireo,animal
Cedar Waxwing,animal
Northern Flicker,animal
Pileated Woodpecker,animal
Red-bellied Woodpecker,animal
Red-headed Woodpecker,animal
Downy Woodpecker,animal
Hairy Woodpecker,animal
Yellow-bellied Sapsucker,animal
Canada Warbler,animal
Kentucky Warbler,animal
Mourning Warbler,animal
Common Yellowthroat,animal
Worm-eating Warbler,animal
Yellow-breasted Chat,animal
Black-and-white Warbler,animal
Nashville Warbler,animal
Louisiana Waterthrush,animal
Northern Waterthrush,animal
Ovenbird,animal
Northern Parula,animal
Black-throated Blue Warbler,animal
Cerulean Warbler,animal
Hooded Warbler,animal
Yellow-rumped Warbler,animal
Prairie Warbler,animal
Yellow-throated Warbler,animal
Blackburnian Warbler,animal
Magnolia Warbler,animal
Chestnut-sided Warbler,animal
Yellow Warbler,animal
Pine Warbler,animal
American Redstart,animal
Black-throated Green Warbler,animal
Golden-winged Warbler,animal
Blue-winged Warbler,animal
Brewster's Warbler,animal
Marsh Wren,animal
Carolina Wren,animal
House Wren,animal
Winter Wren,animal
Precious Underwing,animal
Dusky Dancer,animal
Southern Spreadwing,animal
Lyre-tipped Spreadwing,animal
Comet Darner,animal
Arrowhead Spiketail,animal
Spine-crowned Clubtail,animal
Rapids Clubtail,animal
Cobra Clubtail,animal
Pygmy Snaketail,animal
Spatterdock Darner,animal
Ebony Boghaunter,animal
Quillback,animal
Lake Chubsucker,animal
Swallowtail Shiner,animal
Northern Long-eared Bat,animal
Brook Floater,animal
Yellow Lampmussel,animal
Green Floater,animal
Timber Rattlesnake,animal
Ring-necked Snake,animal
Milksnake,animal
Northern Watersnake,animal
Smooth Green Snake,animal
Red-bellied Snake,animal
Eastern Ribbonsnake,animal
Common Gartersnake,animal
Snapping Turtle,animal
Painted Turtle,animal
Wood Turtle,animal
Common Map Turtle,animal
Eastern Box Turtle,animal
Blunt-lobe Grape Fern,animal
Porter's Reedgrass,animal
Puttyroot,animal
Hooker's Orchid,animal
Downy Wood-mint,animal
Fairy Wand,animal
Harbinger-of-spring,animal
Wild Hydrangea,animal
Great St. John's-wort,animal
Shrubby St. John's-wort,animal
Creamy Wild-pea,animal
Yellow Wild Flax,animal
Wild Lupine,animal
Golden Club,animal
Wild Sweet-william,animal
Indian Physic,animal
Whorled Mountain-mint,animal
Spearwort,animal
Michaux's Blue-eyed-grass,animal
Rough Hedge-nettle,animal
White Basswood,animal
Cork Elm,animal
Goosefoot Corn-salad,animal
Culver's-root,animal
Bird's-foot Violet,animal
American Toad,animal
Gray Treefrog,animal
Bullfrog,animal
Green Frog,animal
Pickerel Frog,animal
Northern Leopard Frog,animal
Wood Frog,animal
Spring Peeper,animal
Western Chorus Frog,animal
Jefferson Salamander,animal
Blue-spotted Salamander,animal
Spotted Salamander,animal
Hellbender,animal
Dusky Salamander,animal
Black-billed Cuckoo,animal
Allegheny Mountain Dusky Salamander,animal
Northern Two-lined Salamander,animal
Longtail Salamander,animal
Spring Salamander,animal
Four-toed Salamander,animal
Mudpuppy,animal
Eastern Newt,animal
Redback Salamander,animal
Northern Slimy Salamander,animal
Wehrle's Salamander,animal
Appalachian Tiger Beetle,animal
Cobblestone Tiger Beetle,animal
Red-winged Blackbird,animal
Bobolink,animal
Baltimore Oriole,animal
Orchard Oriole,animal
Brown-headed Cowbird,animal
Common Grackle,animal
Eastern Meadowlark,animal
Northern Cardinal,animal
Indigo Bunting,animal
Rose-breasted Grosbeak,animal
Scarlet Tanager,animal
Tufted Titmouse,animal
Black-capped Chickadee,animal
Brown Creeper,animal
American Crow,animal
Common Raven,animal
Blue Jay,animal
Yellow-billed Cuckoo,animal
Wood Duck,animal
Green-winged Teal,animal
Blue-winged Teal,animal
Mallard,animal
American Black Duck,animal
Canada Goose,animal
Hooded Merganser,animal
Common Merganser,animal
House Finch,animal
Purple Finch,animal
Pine Siskin,animal
American Goldfinch,animal
Eastern Wood-Pewee,animal
Alder Flycatcher,animal
Least Flycatcher,animal
Willow Flycatcher,animal
Acadian Flycatcher,animal
Great Crested Flycatcher,animal
Eastern Phoebe,animal
Eastern Kingbird,animal
Blue-gray Gnatcatcher,animal
Pied-billed Grebe,animal
Ruffed Grouse,animal
Northern Bobwhite,animal
Wild Turkey,animal
Ring-necked Pheasant,animal
Spotted Sandpiper,animal
Upland Sandpiper,animal
Killdeer,animal
Wilson's Snipe,animal
American Woodcock,animal
Cooper's Hawk,animal
Northern Goshawk,animal
Sharp-shinned Hawk,animal
Red-tailed Hawk,animal
Red-shouldered Hawk,animal
Broad-winged Hawk,animal
Turkey Vulture,animal
Northern Harrier,animal
Merlin,animal
American Kestrel,animal
Bald Eagle,animal
Osprey,animal
Great Blue Heron,animal
American Bittern,animal
Green Heron,animal
Least Bittern,animal
Ruby-throated Hummingbird,animal
Chimney Swift,animal
Belted Kingfisher,animal
Golden-crowned Kinglet,animal
Horned Lark,animal
Gray Catbird,animal
Northern Mockingbird,animal
Brown Thrasher,animal
Common Nighthawk,animal
Red-breasted Nuthatch,animal
White-breasted Nuthatch,animal
House Sparrow,animal
Northern Saw-whet Owl,animal
Great Horned Owl,animal
Eastern Screech-Owl,animal
Barred Owl,animal
Rock Pigeon,animal
Mourning Dove,animal
Common Moorhen,animal
Sora,animal
Virginia Rail,animal
Henslow's Sparrow,animal
Grasshopper Sparrow,animal
Dark-eyed Junco,animal
Swamp Sparrow,animal
Song Sparrow,animal
Savannah Sparrow,animal
Eastern Towhee,animal
Vesper Sparrow,animal
Chipping Sparrow,animal
Field Sparrow,animal
White-throated Sparrow,animal
European Starling,animal
Barn Swallow,animal
Cliff Swallow,animal
Purple Martin,animal
Bank Swallow,animal
Northern Rough-winged Swallow,animal
Tree Swallow,animal
Veery,animal
Hermit Thrush,animal
Swainson's Thrush,animal
Wood Thrush,animal
Eastern Bluebird,animal
American Robin,animal
Yellow-throated Vireo,animal
Warbling Vireo,animal
White-eyed Vireo,animal
Red-eyed Vireo,animal
Blue-headed Vireo,animal
Cedar Waxwing,animal
Northern Flicker,animal
Pileated Woodpecker,animal
Red-bellied Woodpecker,animal
Red-headed Woodpecker,animal
Downy Woodpecker,animal
Hairy Woodpecker,animal
Yellow-bellied Sapsucker,animal
Canada Warbler,animal
Kentucky Warbler,animal
Mourning Warbler,animal
Common Yellowthroat,animal
Worm-eating Warbler,animal
Yellow-breasted Chat,animal
Black-and-white Warbler,animal
Nashville Warbler,animal
Louisiana Waterthrush,animal
Northern Waterthrush,animal
Prothonotary Warbler,animal
Ovenbird,animal
Northern Parula,animal
Black-throated Blue Warbler,animal
Cerulean Warbler,animal
Hooded Warbler,animal
Yellow-rumped Warbler,animal
Prairie Warbler,animal
Yellow-throated Warbler,animal
Blackburnian Warbler,animal
Magnolia Warbler,animal
Chestnut-sided Warbler,animal
Yellow Warbler,animal
Pine Warbler,animal
American Redstart,animal
Black-throated Green Warbler,animal
Golden-winged Warbler,animal
Lawrence's Warbler,animal
Blue-winged Warbler,animal
Brewster's Warbler,animal
Marsh Wren,animal
Carolina Wren,animal
House Wren,animal
Winter Wren,animal
Tawny Crescent,animal
West Virginia White,animal
Regal Fritillary,animal
Lyre-tipped Spreadwing,animal
Southern Pygmy Clubtail,animal
Golden-winged Skimmer,animal
Mocha Emerald,animal
Gray Petaltail,animal
Brindled Madtom,animal
Eastern Sand Darter,animal
Bluebreast Darter,animal
Iowa Darter,animal
Variegate Darter,animal
Channel Darter,animal
Gilt Darter,animal
Longhead Darter,animal
Ohio Lamprey,animal
Mountain Brook Lamprey,animal
Quillback,animal
Streamline Chub,animal
Gravel Chub,animal
Tonguetied Minnow,animal
Bigeye Chub,animal
River Redhorse,animal
Black Redhorse,animal
Blackchin Shiner,animal
Silver Shiner,animal
Northern Long-eared Bat,animal
New England Cottontail,animal
Mucket,animal
Wabash Pigtoe,animal
Wavyrayed Lampmussel,animal
Pocketbook,animal
Eastern Pondmussel,animal
Black Sandshell,animal
Round Pigtoe,animal
Rayed Bean,animal
Coal Skink,animal
Timber Rattlesnake,animal
Ring-necked Snake,animal
Milksnake,animal
Northern Watersnake,animal
Smooth Green Snake,animal
Queen Snake,animal
Dekay's Brownsnake,animal
Red-bellied Snake,animal
Short-headed Gartersnake,animal
Common Gartersnake,animal
Spiny Softshell,animal
Snapping Turtle,animal
Painted Turtle,animal
Wood Turtle,animal
Eastern Box Turtle,animal
Floodplain Forest,animal
Silver Maple-Ash Swamp,animal
Black Spruce-Tamarack Bog,animal
Dwarf Shrub Bog,animal
Inland Poor Fen,animal
Rich Graminoid Fen,animal
Rich Sloping Fen,animal
Confined River,animal
Intermittent Stream,animal
Rocky Headwater Stream,animal
Allegheny Oak Forest,animal
Beech-Maple Mesic Forest,animal
Hemlock-Northern Hardwood Forest,animal
Maple-Basswood Rich Mesic Forest,animal
Rich Mesophytic Forest,animal
Calcareous Shoreline Outcrop,animal
Cobble Shore,animal
Riverside Sand/Gravel Bar,animal
Shale Cliff and Talus Community,animal
Blunt-lobe Grape Fern,animal
Lowland Fragile Fern,animal
Northern Holly-fern,animal
Appalachian Bristle Fern,animal
Appalachian Shoestring Fern,animal
Pale Indian-plantain,animal
Sweet-scented Indian-plantain,animal
Downy Lettuce,animal
Sweet Coltsfoot,animal
Nodding Rattlesnake-root,animal
Bear's-foot,animal
Tall White Aster,animal
Sky-blue Aster,animal
Tall Ironweed,animal
Woodland Bluegrass,animal
Prairie Wedgegrass,animal
Dragon's Mouth Orchid,animal
Southern Twayblade,animal
Hooker's Orchid,animal
Yellow Giant-hyssop,animal
Woodland Agrimony,animal
Hairy Angelica,animal
Tall Bellflower,animal
Mountain Watercress,animal
Big Shellbark Hickory,animal
Scarlet Indian-paintbrush,animal
Fairy Wand,animal
Speckled Woodlily,animal
Rough-leaf Dogwood,animal
Northern Wild Comfrey,animal
Shining Bedstraw,animal
Short-eared Owl,animal
Rough Avens,animal
Great St. John's-wort,animal
Shrubby St. John's-wort,animal
Wild Potato-vine,animal
Twin-leaf,animal
Butternut,animal
Creamy Wild-pea,animal
Basil-balm,animal
Violet Wood-sorrel,animal
Wild Sweet-william,animal
Erect Knotweed,animal
Water-thread Pondweed,animal
Wafer-ash,animal
Giant Pine-drops,animal
Whorled Mountain-mint,animal
Swamp Buttercup,animal
Lake-cress,animal
Hoary Skullcap,animal
Meadow-parsnip,animal
Nodding Trillium,animal
Hiddenfruit Bladderwort,animal
Lesser Bladderwort,animal
Neckweed,animal
Culver's-root,animal
Winter Grape,animal
Woodland Rush,animal
Narrow-leaved Sedge,animal
Northern Clustered Sedge,animal
Carolina Sedge,animal
Creeping Sedge,animal
Emory's Sedge,animal
Elk Sedge,animal
Cloud Sedge,animal
Few-seed Sedge,animal
Schweinitz's Sedge,animal
Weak Stellate Sedge,animal
Cat-tail Sedge,animal
Georgia Bulrush,animal
American Toad,animal
Gray Treefrog,animal
Bullfrog,animal
Green Frog,animal
Pickerel Frog,animal
Northern Leopard Frog,animal
Southern Leopard Frog,animal
Wood Frog,animal
Spring Peeper,animal
Western Chorus Frog,animal
Jefferson Salamander,animal
Jefferson Salamander Complex,animal
Spotted Salamander,animal
Dusky Salamander,animal
Allegheny Mountain Dusky Salamander,animal
Northern Two-lined Salamander,animal
Spring Salamander,animal
Mudpuppy,animal
Eastern Newt,animal
Redback Salamander,animal
Northern Slimy Salamander,animal
Waterfowl Winter Concentration Area,animal
Red-winged Blackbird,animal
Bobolink,animal
Baltimore Oriole,animal
Orchard Oriole,animal
Brown-headed Cowbird,animal
Common Grackle,animal
Eastern Meadowlark,animal
Northern Cardinal,animal
Indigo Bunting,animal
Rose-breasted Grosbeak,animal
Scarlet Tanager,animal
Tufted Titmouse,animal
Black-capped Chickadee,animal
Brown Creeper,animal
American Crow,animal
Common Raven,animal
Fish Crow,animal
Blue Jay,animal
Yellow-billed Cuckoo,animal
Black-billed Cuckoo,animal
Wood Duck,animal
American Wigeon,animal
Blue-winged Teal,animal
Mallard,animal
Mallard x Am. Black Duck Hybrid,animal
American Black Duck,animal
Gadwall,animal
Canada Goose,animal
Trumpeter Swan,animal
Mute Swan,animal
Hooded Merganser,animal
Barn Owl,animal
Common Merganser,animal
Ruddy Duck,animal
Evening Grosbeak,animal
House Finch,animal
Purple Finch,animal
