label,transaction
utlities/bills,Northern Virginia Elec Coop
utlities/bills,Nome Joint Utility Systems
utlities/bills,City of Norcross- (GA)
utlities/bills,Noble County R E M C
utlities/bills,Nolin Rural Electric Coop Corp
utlities/bills,Norris Public Power District
utlities/bills,North Alabama Electric Coop
utlities/bills,Nishnabotna Valley R E C
utlities/bills,"North Arkansas Elec Coop, Inc"
utlities/bills,Town of North Attleborough - (MA)
utlities/bills,Nobles Cooperative Electric
utlities/bills,North Central MO Elec Coop Inc
utlities/bills,"North Central Elec Coop, Inc"
utlities/bills,North Central Public Pwr Dist
utlities/bills,North Itasca Electric Coop Inc
utlities/bills,"North Western Elec Coop, Inc"
utlities/bills,North Georgia Elec Member Corp
utlities/bills,City of North Little Rock - (AR)
utlities/bills,City of North Platte
utlities/bills,City of North St Paul - (MN)
utlities/bills,"North Star Electric Coop, Inc"
utlities/bills,Northeast Oklahoma Electric Co
utlities/bills,Northcentral Mississippi E P A
utlities/bills,Northeast Nebraska P P D
utlities/bills,"Northern Electric Coop, Inc"
utlities/bills,North Plains Electric Coop Inc
utlities/bills,"Northern Lights, Inc"
utlities/bills,"Northern Neck Elec Coop, Inc"
utlities/bills,Northeast Louisiana Power Coop Inc.
utlities/bills,Northern Wasco County PUD
utlities/bills,Village of Northfield - (VT)
utlities/bills,Prairie Land Electric Coop Inc
utlities/bills,Northwest Rural Pub Pwr Dist
utlities/bills,Northwestern Electric Coop Inc - (OK)
utlities/bills,Norwalk Third Taxing District
utlities/bills,City of Norway
utlities/bills,Nueces Electric Cooperative
utlities/bills,City of Norwich - (CT)
utlities/bills,"Northfork Electric Coop, Inc"
utlities/bills,City of Norwood - (MA)
utlities/bills,Oahe Electric Coop Inc
utlities/bills,City of Oak Ridge
utlities/bills,Ocmulgee Electric Member Corp
utlities/bills,Oakdale Electric Coop
utlities/bills,City of Oberlin - (OH)
utlities/bills,City of Ocala
utlities/bills,Oconee Electric Member Corp
utlities/bills,Oconomowoc Utilities
utlities/bills,Oconto Electric Cooperative
utlities/bills,Oconto Falls Water & Light Comm
utlities/bills,"Ohop Mutual Light Company, Inc"
utlities/bills,PUD No 1 of Okanogan County
utlities/bills,Oklahoma Electric Coop Inc
utlities/bills,"Okanogan County Elec Coop, Inc"
utlities/bills,City of Okolona
utlities/bills,City of Olivia - (MN)
utlities/bills,"Oregon Trail El Cons Coop, Inc"
utlities/bills,Omaha Public Power District
utlities/bills,City of Onawa - (IA)
utlities/bills,City of Opelika - (AL)
utlities/bills,City of Orange City - (IA)
utlities/bills,Orange County Rural E M C
utlities/bills,City of Orangeburg - (SC)
utlities/bills,Orcas Power & Light Coop
utlities/bills,City of Ord - (NE)
utlities/bills,"Tri-County Electric Coop, Inc"
utlities/bills,"P K M Electric Coop, Inc"
utlities/bills,Osage Valley Elec Coop Assn
utlities/bills,City of Orrville - (OH)
utlities/bills,City of Osage City - (KS)
utlities/bills,City of Osage - (IA)
utlities/bills,"Osceola Electric Coop, Inc"
utlities/bills,City of Osawatomie - (KS)
utlities/bills,City of Osceola - (AR)
utlities/bills,Otero County Electric Coop Inc
utlities/bills,City of Ottawa - (KS)
utlities/bills,Ouachita Electric Coop Corp
utlities/bills,Overton Power District No 5
utlities/bills,City of Owatonna - (MN)
utlities/bills,Owen Electric Coop Inc
utlities/bills,City of Owensboro - (KY)
utlities/bills,City of Oxford - (MS)
utlities/bills,Ozark Border Electric Coop
utlities/bills,Ozark Electric Coop Inc - (MO)
utlities/bills,Ozarks Electric Coop Corp - (AR)
utlities/bills,PUD No 2 of Pacific County
utlities/bills,City of Paducah - (KY)
utlities/bills,Page Utility Enterprises
utlities/bills,City of Painesville
utlities/bills,Palmetto Electric Coop Inc
utlities/bills,City of Palo Alto - (CA)
utlities/bills,"Panola-Harrison Elec Coop, Inc"
utlities/bills,Panhandle Rural El Member Assn
utlities/bills,Paragould Light & Water Comm
utlities/bills,City of Paris - (TN)
utlities/bills,People's Cooperative Services
utlities/bills,Parke County Rural E M C
utlities/bills,Park Electric Coop Inc
utlities/bills,Parkland Light & Water Company
utlities/bills,City of Pasadena - (CA)
utlities/bills,Pascoag Utility District
utlities/bills,"Pee Dee Electric Coop, Inc"
utlities/bills,Pearl River Valley El Pwr Assn
utlities/bills,City of Pawhuska - (OK)
utlities/bills,"Paulding-Putman Elec Coop, Inc"
utlities/bills,Payson City Corporation
utlities/bills,Pea River Electric Coop
utlities/bills,City of Peabody - (MA)
utlities/bills,"Peace River Electric Coop, Inc"
utlities/bills,Orlando Utilities Comm
utlities/bills,PUD No 2 of Grant County
utlities/bills,"Pedernales Electric Coop, Inc"
utlities/bills,City of Pella - (IA)
utlities/bills,Planters Electric Member Corp
utlities/bills,PUD No 1 of Pend Oreille County
utlities/bills,Peninsula Light Company
utlities/bills,Pemiscot-Dunklin Elec Coop Inc
utlities/bills,Pee Dee Electric Member Corp
utlities/bills,Pennyrile Rural Electric Coop
utlities/bills,People's Electric Cooperative
utlities/bills,City of Peru - (IN)
utlities/bills,City of Peru - (IL)
utlities/bills,Petersburg Borough - (AK)
utlities/bills,Pitt & Greene Elec Member Corp
utlities/bills,Petit Jean Electric Coop Corp
utlities/bills,City of Petoskey - (MI)
utlities/bills,City of Philadelphia - (MS)
utlities/bills,Pickwick Electric Coop
utlities/bills,Piedmont Electric Member Corp
utlities/bills,Pierce-Pepin Coop Services
utlities/bills,City of Pierce - (NE)
utlities/bills,City of Pierre - (SD)
utlities/bills,Electrical Dist No2 Pinal County
utlities/bills,Electrical Dist No4 Pinal County
utlities/bills,"Pioneer Rural Elec Coop, Inc - (OH)"
utlities/bills,Town of Pineville - (NC)
utlities/bills,"Pioneer Electric Coop, Inc - (KS)"
utlities/bills,City of Piqua - (OH)
utlities/bills,"Platte-Clay Electric Coop, Inc"
utlities/bills,Plateau Electric Cooperative
utlities/bills,City of Plattsburgh - (NY)
utlities/bills,City of Plymouth - (WI)
utlities/bills,Pointe Coupee Elec Member Corp
utlities/bills,Polk County Rural Pub Pwr Dist
utlities/bills,City of Ponca City - (OK)
utlities/bills,Pontotoc Electric Power Assn
utlities/bills,City of Poplar Bluff - (MO)
utlities/bills,City of Port Angeles - (WA)
utlities/bills,"Poudre Valley R  E  A, Inc"
utlities/bills,Prairie Energy Coop
utlities/bills,Powell Valley Electric Coop
utlities/bills,Plumas-Sierra Rural Elec Coop
utlities/bills,Prague Public Works Authority
utlities/bills,Village of Prairie Du Sac - (WI)
utlities/bills,City of Pratt- (KS)
utlities/bills,Prentiss County Elec Pwr Assn
utlities/bills,Presque Isle Elec & Gas Coop
utlities/bills,Polk-Burnett Electric Coop
utlities/bills,City of Preston
utlities/bills,Price Electric Coop Inc
utlities/bills,City of Princeton - (KY)
utlities/bills,Princeton Public Utils Comm
utlities/bills,City of Princeton - (IL)
utlities/bills,Prince George Electric Coop
utlities/bills,PUD No 3 of Mason County
utlities/bills,Provo City Corp
utlities/bills,City of Pryor - (OK)
utlities/bills,City of Pulaski - (TN)
utlities/bills,Borough of Quakertown - (PA)
utlities/bills,City of Quincy - (FL)
utlities/bills,City of Radford - (VA)
utlities/bills,"Radiant Electric Coop, Inc"
utlities/bills,Randolph Electric Member Corp
utlities/bills,Ralls County Electric Coop
utlities/bills,Village of Rantoul - (IL)
utlities/bills,Rayle Electric Membership Corp
utlities/bills,Red River Valley Rrl Elec Assn
utlities/bills,Town of Reading - (MA)
utlities/bills,Redwood Electric Coop
utlities/bills,Reedy Creek Improvement Dist
utlities/bills,City of Redding - (CA)
utlities/bills,Redwood Falls Public Util Comm
utlities/bills,Reedsburg Utility Comm
utlities/bills,"Rich Mountain Elec Coop, Inc"
utlities/bills,Renville-Sibley Coop Pwr Assn
utlities/bills,City of Remsen - (IA)
utlities/bills,Reliant Energy Retail Services
utlities/bills,City of Rensselaer - (IN)
utlities/bills,Rice Lake Utilities
utlities/bills,City of Richland Center - (WI)
utlities/bills,City of Richland - (WA)
utlities/bills,City of Richmond - (IN)
utlities/bills,"Rio Grande Electric Coop, Inc"
utlities/bills,Riverland Energy Cooperative
utlities/bills,"Rita Blanca Electric Coop, Inc"
utlities/bills,City of River Falls
utlities/bills,City of Riverside - (CA)
utlities/bills,Roanoke Electric Member Corp
utlities/bills,"Navasota Valley Elec Coop, Inc"
utlities/bills,Roosevelt Public Power Dist
utlities/bills,Rochelle Municipal Utilities
utlities/bills,Rochester Public Utilities
utlities/bills,City of Rock Hill - (SC)
utlities/bills,Rock Energy Cooperative
utlities/bills,Rock Rapids Municipal Utility
utlities/bills,Village of Rockville Centre - (NY)
utlities/bills,City of Rockwood - (TN)
utlities/bills,City of Rocky Mount - (NC)
utlities/bills,City of Rolla - (MO)
utlities/bills,Rolling Hills Electric Coop
utlities/bills,"Roseau Electric Coop, Inc"
utlities/bills,Rosebud Electric Coop Inc
utlities/bills,City of Roseville - (CA)
utlities/bills,Village of Rouses Point - (NY)
utlities/bills,Runestone Electric Assn
utlities/bills,"Rural Electric Coop, Inc"
utlities/bills,City of Rupert - (ID)
utlities/bills,Rural Electric Conven Coop
utlities/bills,City of Russell - (KS)
utlities/bills,City of Russellville - (AL)
utlities/bills,City of Russellville - (KY)
utlities/bills,"Rusk County Electric Coop, Inc"
utlities/bills,City of Ruston - (LA)
utlities/bills,Rutherford Elec Member Corp
utlities/bills,Sac-Osage Electric Coop Inc
utlities/bills,City of Sabetha - (KS)
utlities/bills,Sacramento Municipal Util Dist
utlities/bills,City of Salamanca - (NY)
utlities/bills,Salem Electric - (OR)
utlities/bills,City of Salem - (VA)
utlities/bills,City of Sallisaw - (OK)
utlities/bills,Salmon River Electric Coop Inc
utlities/bills,Salt River Project
utlities/bills,Salt River Electric Coop Corp
utlities/bills,"San Luis Valley R E C, Inc"
utlities/bills,City of San Antonio - (TX)
utlities/bills,"Santee Electric Coop, Inc"
utlities/bills,Access Energy Coop
utlities/bills,City & County of San Francisco
utlities/bills,Sam Houston Electric Coop Inc
utlities/bills,"San Isabel Electric Assn, Inc"
utlities/bills,"San Miguel Power Assn, Inc"
utlities/bills,San Patricio Electric Coop Inc
utlities/bills,City of Sanborn - (IA)
utlities/bills,Sand Mountain Electric Coop
utlities/bills,"San Bernard Electric Coop, Inc"
utlities/bills,Sangre De Cristo Elec Assn Inc
utlities/bills,City of Santa Clara - (CA)
utlities/bills,Satilla Rural Elec Member Corporation
utlities/bills,City of Sauk Centre - (MN)
utlities/bills,Scenic Rivers Energy Coop
utlities/bills,Three Rivers Electric Coop
utlities/bills,"Sheridan Electric Coop, Inc"
utlities/bills,City of Schuyler - (NE)
utlities/bills,SEMO Electric Cooperative
utlities/bills,City of Scottsboro
utlities/bills,City of Scottsburg - (IN)
utlities/bills,SE-MA-NO Electric Coop
utlities/bills,City of Seaford- (DE)
utlities/bills,"Heartland Rural Elec Coop, Inc"
utlities/bills,Sawnee Electric Membership Corporation
utlities/bills,City of Seattle - (WA)
utlities/bills,City of Seguin - (TX)
utlities/bills,Sedgwick County El Coop Assn Inc
utlities/bills,City of Seneca - (SC)
utlities/bills,City of Seneca - (KS)
utlities/bills,Sequachee Valley Electric Coop
utlities/bills,City of Sergeant Bluff - (IA)
utlities/bills,Sevier County Electric System
utlities/bills,City of Seward - (NE)
utlities/bills,Seward County Rrl Pub Pwr Dist
utlities/bills,City of Seward - (AK)
utlities/bills,Shakopee Public Utilities Comm
utlities/bills,Shawano Municipal Utilities
utlities/bills,City of Sheboygan Falls - (WI)
utlities/bills,Sheffield Utilities
utlities/bills,City of Shelby - (NC)
utlities/bills,RushShelby Energy
utlities/bills,"Shelby Electric Coop, Inc"
utlities/bills,City of Shelby - (OH)
utlities/bills,"Shelby Energy Co-op, Inc"
utlities/bills,City of Shelbyville - (TN)
utlities/bills,Shenandoah Valley Elec Coop
utlities/bills,Town of Shrewsbury - (MA)
utlities/bills,City of Sibley - (IA)
utlities/bills,City of Sidney - (NE)
utlities/bills,City of Sikeston - (MO)
utlities/bills,City of Siloam Springs - (AR)
utlities/bills,Singing River Elec Pwr Assn
utlities/bills,North West Rural Electric Coop
utlities/bills,Slope Electric Coop Inc
utlities/bills,City of Sioux Center
utlities/bills,City of Sioux Falls - (SD)
utlities/bills,Sioux Valley SW Elec Coop
utlities/bills,City & Borough of Sitka - (AK)
utlities/bills,PUD No 1 of Skamania Co
utlities/bills,Slash Pine Elec Member Corp
utlities/bills,Sleepy Eye Public Utility Comm
utlities/bills,Slinger Utilities
utlities/bills,Town of Smithfield - (NC)
utlities/bills,City of Smithville - (TN)
utlities/bills,Town of Smyrna - (DE)
utlities/bills,PUD 1 of Snohomish County
utlities/bills,"Socorro Electric Coop, Inc"
utlities/bills,Village of Solvay - (NY)
utlities/bills,"South Alabama Elec Coop, Inc"
utlities/bills,"South Central Ark El Coop, Inc"
utlities/bills,South Carolina Public Service Authority
utlities/bills,South Central Public Pwr Dist
utlities/bills,South Central Electric Assn
utlities/bills,Town of South Hadley - (MA)
utlities/bills,South Plains Electric Coop Inc
utlities/bills,City of South Haven - (MI)
utlities/bills,South Kentucky Rural E C C
utlities/bills,South Louisiana Elec Coop Assn
utlities/bills,City of South Norwalk - (CT)
utlities/bills,South River Elec Member Corp
utlities/bills,City of South Sioux City
utlities/bills,"Southeastern IL Elec Coop, Inc"
utlities/bills,Southeast Colorado Power Assn
utlities/bills,Southeastern Indiana R E M C
utlities/bills,Southeastern Electric Coop Inc - (OK)
utlities/bills,Southern Illinois Elec Coop
utlities/bills,Southern Maryland Elec Coop Inc
utlities/bills,Southern Public Power District
utlities/bills,"Southern Iowa Elec Coop, Inc"
utlities/bills,"Southern Pine Elec Coop, Inc"
utlities/bills,Southern Pine Elec Power Assn
utlities/bills,Southwest Arkansas E C C
utlities/bills,Southwest Rural Elec Assn Inc
utlities/bills,Southwest Mississippi E P A
utlities/bills,Southwest Louisiana E M C
utlities/bills,Southwest Public Power Dist
utlities/bills,"Southwest Texas Elec Coop, Inc"
utlities/bills,Southwest Tennessee E M C
utlities/bills,Southwestern Electric Coop Inc - (IL)
utlities/bills,Southwestern Electric Coop Inc - (NM)
utlities/bills,Spanish Fork City Corporation
utlities/bills,City of Sparta
utlities/bills,City of Spencer - (IA)
utlities/bills,"Springer Electric Coop, Inc"
utlities/bills,City of Springfield - (IL)
utlities/bills,City of Springfield - (TN)
utlities/bills,Snapping Shoals El Member Corp
utlities/bills,City Utilities of Springfield - (MO)
utlities/bills,City of Springfield - (OR)
utlities/bills,City of Springville - (UT)
utlities/bills,City of St Charles - (IL)
utlities/bills,St Croix Electric Coop
utlities/bills,City of St George
utlities/bills,City of St James - (MN)
utlities/bills,City of St Marys - (OH)
utlities/bills,City of Shasta Lake - (CA)
utlities/bills,City of St Paul - (NE)
utlities/bills,City of Saint Peter
utlities/bills,Stanton County Public Pwr Dist
utlities/bills,City of Staples- (MN)
utlities/bills,City of Starke - (FL)
utlities/bills,City of Starkville
utlities/bills,Stearns Cooperative Elec Assn
utlities/bills,City of Statesville - (NC)
utlities/bills,Steele-Waseca Cooperative Electric
utlities/bills,Town of Steilacoom
utlities/bills,South Central Power Company
utlities/bills,Town of Sterling - (MA)
utlities/bills,Steuben County Rural E M C
utlities/bills,"Steuben Rural Elec Coop, Inc"
utlities/bills,Stillwater Utilities Authority
utlities/bills,City of Stilwell - (OK)
utlities/bills,City of Story City - (IA)
utlities/bills,City of Stoughton - (WI)
utlities/bills,"Swisher Electric Coop, Inc"
utlities/bills,Tallapoosa River Elec Coop Inc
utlities/bills,Strawberry Electric Serv Dist
utlities/bills,City of Sturgeon Bay - (WI)
utlities/bills,City of Sturgis
utlities/bills,Surprise Valley Electrification
utlities/bills,City of Sullivan - (MO)
utlities/bills,Sulphur Springs Valley E C Inc
utlities/bills,"Sumter Electric Coop, Inc"
utlities/bills,Sumter Electric Member Corp
utlities/bills,Sun Prairie Utilities
utlities/bills,"Sumner-Cowley Elec Coop, Inc"
utlities/bills,City of Superior - (NE)
utlities/bills,Surry-Yadkin Elec Member Corp
utlities/bills,Suwannee Valley Elec Coop Inc
utlities/bills,Village of Swanton - (VT)
utlities/bills,Taylor Electric Coop - (WI)
utlities/bills,City of Sweetwater
utlities/bills,Sylacauga Utilities Board
utlities/bills,City of Sylvania - (GA)
utlities/bills,"Sun River Electric Coop, Inc"
utlities/bills,City of Syracuse - (NE)
utlities/bills,City of Tacoma  - (WA)
utlities/bills,Tahlequah Public Works Authority
utlities/bills,City of Tallahassee - (FL)
utlities/bills,T I P Rural Electric Coop
utlities/bills,Tallahatchie Valley E P A
utlities/bills,Tanner Electric Coop
utlities/bills,"Talquin Electric Coop, Inc"
utlities/bills,Town of Tarboro - (NC)
utlities/bills,City of Tarrant
utlities/bills,City of Taunton
utlities/bills,Taylor County Rural E C C
utlities/bills,Three Notch Elec Member Corp
utlities/bills,City of Tecumseh
utlities/bills,City of Tell City - (IN)
utlities/bills,Tennessee Valley Authority
utlities/bills,Tennessee Valley Electric Coop
utlities/bills,City of Thief River Falls
utlities/bills,City of Thomaston - (GA)
utlities/bills,City of Thomasville - (GA)
utlities/bills,Thumb Electric Coop of Mich
utlities/bills,Tillamook Peoples Utility Dist
utlities/bills,Tipmont Rural Elec Member Corp
utlities/bills,City of Tipp City - (OH)
utlities/bills,Tipton Municipal Electric Util
utlities/bills,Tippah Electric Power Assn
utlities/bills,City of Tipton - (IA)
utlities/bills,Tishomingo County E P A
utlities/bills,Tri-County Elec Member Corp
utlities/bills,Twin County Electric Pwr Assn
utlities/bills,Twin Valley Electric Coop Inc
utlities/bills,Trinity Valley Elec Coop Inc
utlities/bills,Tombigbee Electric Power Assn
utlities/bills,Tongue River Electric Coop Inc
utlities/bills,"Tombigbee Electric Coop, Inc"
utlities/bills,City of Torrington - (WY)
utlities/bills,"Traverse Electric Coop, Inc"
utlities/bills,Tideland Electric Member Corp
utlities/bills,City of Traverse City - (MI)
utlities/bills,City of Trenton - (TN)
utlities/bills,Trenton Municipal Utilities - (MO)
utlities/bills,Tri-State Electric Member Corp
utlities/bills,Powder River Energy Corp
utlities/bills,Tri-County Electric Coop
utlities/bills,Tri-County Electric Coop Assn
utlities/bills,Trico Electric Cooperative Inc
utlities/bills,Diverse Power Incorporated
utlities/bills,City of Troy - (AL)
utlities/bills,Truckee Donner P U D
utlities/bills,Tullahoma Board-Public Utils
utlities/bills,City of Tupelo - (MS)
utlities/bills,Turlock Irrigation District
utlities/bills,Southeastern Electric Coop Inc - (SD)
utlities/bills,City of Tuscumbia
utlities/bills,City of Tuskegee
utlities/bills,Two Rivers Water & Light
utlities/bills,Umatilla Electric Coop Assn
utlities/bills,TXU Energy Retail Co LP
utlities/bills,City of Ukiah - (CA)
utlities/bills,City of Union City
utlities/bills,City of Union - (SC)
utlities/bills,Union Electric Membership Corp - (NC)
utlities/bills,Western Iowa Power Coop
utlities/bills,"Southern Indiana R E C, Inc"
utlities/bills,City of Unalaska - (AK)
utlities/bills,United Electric Coop Service Inc - (TX)
utlities/bills,Union County Electric Coop Inc
utlities/bills,"United Power, Inc"
utlities/bills,"Union Rural Electric Coop, Inc"
utlities/bills,"United Electric Co-op, Inc - (ID)"
utlities/bills,Homer Electric Assn Inc
utlities/bills,Upper Cumberland E M C
utlities/bills,Upshur Rural Elec Coop Corp
utlities/bills,Upson Elec Member Corp
utlities/bills,USBIA-Mission Valley Power
utlities/bills,USBIA-San Carlos Project
utlities/bills,Utilities Dist-Western IN REMC
utlities/bills,City of Valley City
utlities/bills,Vera Irrigation District #15
utlities/bills,Verdigris Valley Elec Coop Inc
utlities/bills,City of Vermillion - (SD)
utlities/bills,Verendrye Electric Coop Inc
utlities/bills,"Vermont Electric Cooperative, Inc"
utlities/bills,City of Vernon
utlities/bills,City of Vero Beach - (FL)
utlities/bills,"Victoria Electric Coop, Inc"
utlities/bills,Vernon Electric Coop
utlities/bills,Victory Electric Coop Assn Inc
utlities/bills,"Valley Electric Assn, Inc"
utlities/bills,City of Vineland - (NJ)
utlities/bills,City of Vinton - (IA)
utlities/bills,Virginia Tech Electric Service
utlities/bills,City of Virginia - (MN)
utlities/bills,City of Volga - (SD)
utlities/bills,Volunteer Electric Coop
utlities/bills,City of Wadena - (MN)
utlities/bills,City of Wadsworth - (OH)
utlities/bills,City of Wahoo - (NE)
utlities/bills,Town of Wake Forest - (NC)
utlities/bills,Town of Wakefield - (MA)
utlities/bills,City of Wakefield - (NE)
utlities/bills,Wake Electric Membership Corp
utlities/bills,Town of Wallingford - (CT)
utlities/bills,Walton Electric Member Corp
utlities/bills,City of Wamego - (KS)
utlities/bills,City of Wapakoneta - (OH)
utlities/bills,Warren Rural Elec Coop Corp
utlities/bills,City of Warroad
utlities/bills,City of Washington - (UT)
utlities/bills,City of Waseca - (MN)
utlities/bills,"Wasco Electric Coop, Inc"
utlities/bills,City of Washington - (IN)
utlities/bills,City of Washington - (GA)
utlities/bills,City of Washington - (NC)
utlities/bills,Washington Elec Member Corp
utlities/bills,Washington Electric Coop - (OH)
utlities/bills,Washington Electric Coop - (VT)
utlities/bills,Wagoner Public Works Authority
utlities/bills,City of Water Valley - (MS)
utlities/bills,Waterloo Light & Water Comm
utlities/bills,Watertown Municipal Utilities
utlities/bills,Village of Waunakee - (WI)
utlities/bills,Waupun Utilities
utlities/bills,Waverly Municipal Elec Utility
utlities/bills,Whitewater Valley Rural EMC
utlities/bills,City of Wayne
utlities/bills,Wayne-White Counties Elec Coop
utlities/bills,Weakley County Mun Elec Sys
utlities/bills,Weatherford Mun Utility System
utlities/bills,City of Webster City - (IA)
utlities/bills,Town of Wellesley - (MA)
utlities/bills,City of Wellington - (KS)
utlities/bills,Webster Electric Coop
utlities/bills,Wells Rural Electric Co
utlities/bills,West Central Electric Coop Inc - (MO)
utlities/bills,West Central Electric Coop Inc - (SD)
utlities/bills,"West Florida El Coop Assn, Inc"
utlities/bills,West Kentucky Rural E C C
utlities/bills,City of West Liberty - (IA)
utlities/bills,City of West Memphis - (AR)
utlities/bills,City of West Plains - (MO)
utlities/bills,City of West Point - (MS)
utlities/bills,City of West Point - (NE)
utlities/bills,West River Electric Assn Inc
utlities/bills,Mountrail-Williams Elec Coop
utlities/bills,Whetstone Valley Elec Coop Inc
utlities/bills,City of Westby
utlities/bills,Twin Valleys Public Power Dist
utlities/bills,"Wharton County Elec Coop, Inc"
utlities/bills,Western Coop Electric Assn Inc
utlities/bills,City of Westerville - (OH)
utlities/bills,City of Westfield - (MA)
utlities/bills,Wheat Belt Public Power Dist
utlities/bills,"Wheatland Electric Coop, Inc"
utlities/bills,White River Valley El Coop Inc
utlities/bills,"White River Electric Assn, Inc"
utlities/bills,Whitehall Electric Utility
utlities/bills,Northeastern Rural E M C
utlities/bills,"Wild Rice Electric Coop, Inc"
utlities/bills,Willmar Municipal Utilities
utlities/bills,City of Wilson
utlities/bills,City of Wilton
utlities/bills,City of Winchester - (TN)
utlities/bills,City of Windom
utlities/bills,City of Winfield - (KS)
utlities/bills,Winner Municipal Utility
utlities/bills,Village of Winnetka - (IL)
utlities/bills,City of Winterset - (IA)
utlities/bills,City of Winthrop - (MN)
utlities/bills,"Wiregrass Electric Coop, Inc"
utlities/bills,Wisconsin Rapids W W & L Comm
utlities/bills,Withlacoochee River Elec Coop
utlities/bills,Town of Wolfeboro - (NH)
utlities/bills,"Wood County Electric Coop, Inc"
utlities/bills,Wise Electric Coop Inc
utlities/bills,Woodbury County Rural E C A
utlities/bills,Woodruff Electric Coop Corp
utlities/bills,Wright-Hennepin Coop Elec Assn
utlities/bills,Yellowstone Valley Elec Co-op
utlities/bills,York Electric Coop Inc
utlities/bills,City of Worthington - (MN)
utlities/bills,City of Wrangell - (AK)
utlities/bills,Wyandotte Municipal Serv Comm
utlities/bills,Y-W Electric Assn Inc
utlities/bills,Wyrulec Company
utlities/bills,Yampa Valley Electric Assn Inc
utlities/bills,Public Serv Comm of Yazoo City
utlities/bills,Village of Yellow Springs - (OH)
utlities/bills,Perennial Public Power Dist
utlities/bills,Yazoo Valley Elec Power Assn
utlities/bills,City of Zeeland - (MI)
utlities/bills,"Southside Electric Coop, Inc"
utlities/bills,"Fergus Electric Coop, Inc"
utlities/bills,City of Laurens - (SC)
utlities/bills,"Mohave Electric Cooperative, I"
utlities/bills,"Washington-St Tammany E C, Inc"
utlities/bills,EnergyUnited Elec Member Corp
utlities/bills,"United Electric Coop, Inc - (MO)"
utlities/bills,Roosevelt County Elec Coop Inc
utlities/bills,Raft Rural Elec Coop Inc
utlities/bills,Delta Electric Power Assn
utlities/bills,Clark County Rural E M C - (IN)
utlities/bills,"Sierra Electric Coop, Inc"
utlities/bills,"Vigilante Electric Coop, Inc"
utlities/bills,Bluestem Electric Coop Inc
utlities/bills,City of Escanaba
utlities/bills,Boone County Rural EMC
utlities/bills,Brunswick Electric Member Corp
utlities/bills,Cass County Elec Coop Inc
utlities/bills,Wellton-Mohawk Irr & Drain Dist
utlities/bills,Dakota Electric Association
utlities/bills,Western Indiana Energy REMC
utlities/bills,Ak-Chin Electric Utility Authority
utlities/bills,Little Ocmulgee El Member Corp
utlities/bills,North Slope Borough Power & Light
utlities/bills,Pella Cooperative Elec Assn
utlities/bills,"Ravalli County Elec Coop, Inc"
utlities/bills,"Red Lake Electric Coop, Inc"
utlities/bills,Red River Valley Coop Pwr Assn
utlities/bills,"High West Energy, Inc"
utlities/bills,City of Ripley - (TN)
utlities/bills,"Southwest Electric Coop, Inc"
utlities/bills,Town of Stowe- (VT)
utlities/bills,Taylor Electric Coop Inc - (TX)
utlities/bills,Todd-Wadena Electric Coop
utlities/bills,Carroll-White REMC
utlities/bills,Clatskanie Peoples Util Dist
utlities/bills,Kerrville Public Utility Board
utlities/bills,City of San Marcos - (TX)
utlities/bills,"Pioneer Electric Coop, Inc - (AL)"
utlities/bills,Electrical Dist No3 Pinal County
utlities/bills,Okefenoke Rural El Member Corp
utlities/bills,"Mid-Ohio Energy Coop, Inc"
utlities/bills,Great Lakes Energy Coop
utlities/bills,Clarke-Washington E M C
utlities/bills,"Dixie Escalante R E A, Inc"
utlities/bills,"Chickasaw Electric Coop, Inc"
utlities/bills,"Somerset Rural Elec Coop, Inc"
utlities/bills,"Ark Valley Elec Coop Assn, Inc"
utlities/bills,Colquitt Electric Membership Corp
utlities/bills,"Cordova Electric Coop, Inc"
utlities/bills,"United Electric Coop, Inc - (PA)"
utlities/bills,Adams Electric Cooperative Inc
utlities/bills,"Bedford Rural Elec Coop, Inc"
utlities/bills,Valley Rural Electric Coop Inc
utlities/bills,"Central Electric Coop, Inc - (PA)"
utlities/bills,Rappahannock Electric Coop
utlities/bills,"Forked Deer Electric Coop, Inc"
utlities/bills,Claverack Rural Elec Coop Inc
utlities/bills,Tri-County Rural Elec Coop Inc
utlities/bills,REA Energy Coop Inc
utlities/bills,"Northwestern Rural E C A, Inc - (PA)"
utlities/bills,Sussex Rural Electric Coop Inc
utlities/bills,North East Mississippi EPA
utlities/bills,Monroe County Elec Power Assn
utlities/bills,Minnesota Valley Coop L&P Assn
utlities/bills,Hickman-Fulton Counties RECC
utlities/bills,City of Courtland
utlities/bills,Emerald People's Utility Dist
utlities/bills,Columbia River Peoples Ut Dist
utlities/bills,Town of Murphy - (NC)
utlities/bills,City of Grand Island - (NE)
utlities/bills,Southwest Iowa Rural Elec Coop
utlities/bills,City of Berea Municipal Utility
utlities/bills,City of Moreno Valley - (CA)
utlities/bills,Roughrider Electric Cooperativ
utlities/bills,Heart of Texas Electric Coop
utlities/bills,"ExteNet Systems, Inc."
utlities/bills,"Omnipoint Communications, Inc. (T-Mobile)"
utlities/bills,"NextG Network, Inc"
utlities/bills,"NextG Networks of California, Inc"
utlities/bills,"Newpath Networks, LLC."
utlities/bills,Verizon Wireless
utlities/bills,"NextG Network, Inc."
utlities/bills,Crown Castle NG West LLC
